GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
GTF2B	GTF2F2	0.813967243653578	transcript-transcript	0.813967243653578
ARHGAP4	FASLG	-0.426803043793614	transcript-transcript	0.426803043793614
GSK3B	EIF4EBP1	-0.576450155762378	transcript-transcript	0.576450155762378
CTNNB1	GSK3B	0.906397691815845	transcript-transcript	0.906397691815845
CTNNB1	ABL1	-0.19321921747417	transcript-transcript	0.19321921747417
CSNK2A2	DCPS	0.224031607098357	transcript-transcript	0.224031607098357
CLTA	TWNK	0.299752870194878	transcript-transcript	0.299752870194878
FLNB	CPM	-0.396032567561138	transcript-transcript	0.396032567561138
AP2M1	FLNB	-0.101026631886178	transcript-transcript	0.101026631886178
GTF2B	GTF2F2	0.813967243653578	transcript-transcript	0.813967243653578
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
CDK7	GTF2H5	-0.615041242794428	transcript-transcript	0.615041242794428
CDK4	CDKN2A	0.75319686198958	transcript-transcript	0.75319686198958
RUNX1	FOXP3	-0.227144834498658	transcript-transcript	0.227144834498658
CD86	CD28	0.334391124414928	transcript-transcript	0.334391124414928
BID	BCL2	-0.617852859795685	transcript-transcript	0.617852859795685
BMP2	BMPR2	0.383985523378176	transcript-transcript	0.383985523378176
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
CDK4	CDKN2A	0.75319686198958	transcript-transcript	0.75319686198958
CDK4	CDK7	-0.839788187442536	transcript-transcript	0.839788187442536
CASP1	NLRP1	0.130365784717391	transcript-transcript	0.130365784717391
CD69	S1PR1	-0.124326992358393	transcript-transcript	0.124326992358393
RUNX1	FOXP3	-0.227144834498658	transcript-transcript	0.227144834498658
CD86	MARCHF8	-0.460260232771669	transcript-transcript	0.460260232771669
CD86	CD28	0.334391124414928	transcript-transcript	0.334391124414928
NR4A1	BCL2	0.486436543805302	transcript-transcript	0.486436543805302
BID	BCL2	-0.617852859795685	transcript-transcript	0.617852859795685
CD5	CD6	0.967568960902222	transcript-transcript	0.967568960902222
GYPC	EPB41	-0.563200176750673	transcript-transcript	0.563200176750673
CSF1R	RUNX1	-0.263543824994451	transcript-transcript	0.263543824994451
BMP2	BMPR2	0.383985523378176	transcript-transcript	0.383985523378176
GATA3	HHEX	-0.864111626362414	transcript-transcript	0.864111626362414
HNRNPK	GZMA	-0.557199998513629	transcript-transcript	0.557199998513629
YWHAQ	EPB41	-0.190288512138664	transcript-transcript	0.190288512138664
YWHAQ	HNRNPC	-0.211313447081239	transcript-transcript	0.211313447081239
EZH2	DNMT3A	-0.539756797536402	transcript-transcript	0.539756797536402
EZH2	ASXL1	0.283566996857818	transcript-transcript	0.283566996857818
CHUK	BID	0.357893608424682	transcript-transcript	0.357893608424682
ARNT	GTF2F2	0.603963689351714	transcript-transcript	0.603963689351714
GTF2B	GTF2F2	0.813967243653578	transcript-transcript	0.813967243653578
CSNK2A1	EIF4EBP1	-0.774132300996133	transcript-transcript	0.774132300996133
CSNK2A1	ECD	0.634112349766314	transcript-transcript	0.634112349766314
CSNK2A1	HNRNPC	0.199180313954082	transcript-transcript	0.199180313954082
CSNK2A1	CD5	-0.255397368136168	transcript-transcript	0.255397368136168
CSNK2A1	HMOX2	-0.641148091817428	transcript-transcript	0.641148091817428
CSNK2A1	YWHAQ	0.15046783586038	transcript-transcript	0.15046783586038
CSNK2A1	ARNT	0.555864688601659	transcript-transcript	0.555864688601659
HSPB1	CHUK	-0.813853459534365	transcript-transcript	0.813853459534365
HSPB1	PHB2	0.712363153849413	transcript-transcript	0.712363153849413
HSPB1	ACADM	-0.608977660263824	transcript-transcript	0.608977660263824
HSPB1	CSNK2A1	-0.543809195806373	transcript-transcript	0.543809195806373
CASP6	DSP	0.218469498249962	transcript-transcript	0.218469498249962
ANXA5	ANXA1	0.752895255079186	transcript-transcript	0.752895255079186
ARHGAP4	FASLG	-0.426803043793614	transcript-transcript	0.426803043793614
CSNK2A2	HNRNPC	-0.361325357678714	transcript-transcript	0.361325357678714
CSNK2A2	BID	-0.381665458468007	transcript-transcript	0.381665458468007
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
CSNK2A2	HSPB1	0.282270717302499	transcript-transcript	0.282270717302499
CDKN2A	ZNF687	-0.673715954237335	transcript-transcript	0.673715954237335
CDKN2A	ASPRV1	-0.458264620147673	transcript-transcript	0.458264620147673
CDKN2A	HNRNPC	-0.38268338957631	transcript-transcript	0.38268338957631
CDKN2A	EZH2	0.81032549726028	transcript-transcript	0.81032549726028
CREB1	SRA1	-0.42018358121643	transcript-transcript	0.42018358121643
CREB1	GTF2F2	0.483203228991693	transcript-transcript	0.483203228991693
ATF2	SRA1	-0.419546398464729	transcript-transcript	0.419546398464729
ATF2	PLK3	0.454455759635769	transcript-transcript	0.454455759635769
ATF2	GTF2F2	0.560909355803417	transcript-transcript	0.560909355803417
ATF2	CSNK2A1	0.665231117337961	transcript-transcript	0.665231117337961
ATF2	CSNK2A2	-0.315230810087621	transcript-transcript	0.315230810087621
ATF2	CREB1	0.882664347460197	transcript-transcript	0.882664347460197
CD53	CD9	-0.104474478160033	transcript-transcript	0.104474478160033
CDK7	GTF2H5	-0.615041242794428	transcript-transcript	0.615041242794428
CDK4	CDKN2A	0.75319686198958	transcript-transcript	0.75319686198958
CDK4	CDK7	-0.839788187442536	transcript-transcript	0.839788187442536
ABL1	ENAH	-0.121800272486974	transcript-transcript	0.121800272486974
ABL1	PTK2B	-0.454005955541758	transcript-transcript	0.454005955541758
ABL1	CREB1	0.132581977042336	transcript-transcript	0.132581977042336
CTNNB1	FANCC	-0.83173471346579	transcript-transcript	0.83173471346579
CTNNB1	EZH2	-0.677763790596892	transcript-transcript	0.677763790596892
CTNNB1	CHUK	0.938746741831376	transcript-transcript	0.938746741831376
CTNNB1	CSNK2A1	0.437671941335277	transcript-transcript	0.437671941335277
CTNNB1	CREB1	0.837998129397496	transcript-transcript	0.837998129397496
CTNNB1	GSK3B	0.906397691815845	transcript-transcript	0.906397691815845
CTNNB1	ABL1	-0.19321921747417	transcript-transcript	0.19321921747417
CDK9	SERPINH1	0.399649030550423	transcript-transcript	0.399649030550423
CDK9	CSNK2A1	-0.665716972708445	transcript-transcript	0.665716972708445
CDK9	GRN	0.550982419924955	transcript-transcript	0.550982419924955
ITGB2	FCER2	-0.44667135303381	transcript-transcript	0.44667135303381
ITGB2	PTK2B	0.689950881897188	transcript-transcript	0.689950881897188
ITGB2	YWHAQ	-0.158983929785148	transcript-transcript	0.158983929785148
CASP1	NLRP1	0.130365784717391	transcript-transcript	0.130365784717391
CASP1	CAST	0.675703858873463	transcript-transcript	0.675703858873463
CASP1	BID	0.462761867166124	transcript-transcript	0.462761867166124
CASP1	SERPINB1	0.732569610456174	transcript-transcript	0.732569610456174
CD14	ITGB2	0.107555381258575	transcript-transcript	0.107555381258575
CR2	FCER2	0.617674951754946	transcript-transcript	0.617674951754946
CD69	S1PR1	-0.124326992358393	transcript-transcript	0.124326992358393
IL2RB	CISH	0.287866339829535	transcript-transcript	0.287866339829535
CD2	CD5	0.922700675846916	transcript-transcript	0.922700675846916
CD2	CD53	-0.726797479934763	transcript-transcript	0.726797479934763
STAT1	IRF9	0.705774323027543	transcript-transcript	0.705774323027543
STAT1	FANCC	0.119249199695981	transcript-transcript	0.119249199695981
STAT1	CASP1	0.362587761693496	transcript-transcript	0.362587761693496
STAT1	IL2RB	0.352956490923271	transcript-transcript	0.352956490923271
CD86	MARCHF8	-0.460260232771669	transcript-transcript	0.460260232771669
HNRNPC	HMGN4	0.135199327818216	transcript-transcript	0.135199327818216
CD5	CD6	0.967568960902222	transcript-transcript	0.967568960902222
GYPC	EPB41	-0.563200176750673	transcript-transcript	0.563200176750673
FCGR2B	CD86	-0.286100410156403	transcript-transcript	0.286100410156403
FKBP1A	EPB41	-0.246517876127722	transcript-transcript	0.246517876127722
ARNT	GTF2F2	0.603963689351714	transcript-transcript	0.603963689351714
CSNK2A1	ARNT	0.555864688601659	transcript-transcript	0.555864688601659
ANXA5	ANXA1	0.752895255079186	transcript-transcript	0.752895255079186
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
CREB1	GTF2F2	0.483203228991693	transcript-transcript	0.483203228991693
ATF2	GTF2F2	0.560909355803417	transcript-transcript	0.560909355803417
ATF2	CREB1	0.882664347460197	transcript-transcript	0.882664347460197
CD53	CD52	-0.733857977001058	transcript-transcript	0.733857977001058
CD53	CD9	-0.104474478160033	transcript-transcript	0.104474478160033
CDK7	GTF2H5	-0.615041242794428	transcript-transcript	0.615041242794428
CDK7	CSNK2A1	0.565748257874298	transcript-transcript	0.565748257874298
CDK7	CSNK2A2	-0.196283929294526	transcript-transcript	0.196283929294526
CDK4	CSNK2A1	-0.445635336433492	transcript-transcript	0.445635336433492
CDK4	CSNK2A2	0.385453076868445	transcript-transcript	0.385453076868445
ABL1	CREB1	0.132581977042336	transcript-transcript	0.132581977042336
ABL1	BRCA2	0.266608295814841	transcript-transcript	0.266608295814841
CTNNB1	CHUK	0.938746741831376	transcript-transcript	0.938746741831376
C2	GZMA	0.242401107888335	transcript-transcript	0.242401107888335
C2	CFB	0.794350266676377	transcript-transcript	0.794350266676377
CD3D	CD52	0.903070036073429	transcript-transcript	0.903070036073429
ITGB2	CD52	-0.596723928738948	transcript-transcript	0.596723928738948
ITGB2	CD53	0.75474958863793	transcript-transcript	0.75474958863793
CASP1	CAST	0.675703858873463	transcript-transcript	0.675703858873463
CD14	ITGB2	0.107555381258575	transcript-transcript	0.107555381258575
CR2	FCER2	0.617674951754946	transcript-transcript	0.617674951754946
CD2	CD5	0.922700675846916	transcript-transcript	0.922700675846916
CD2	CD52	0.797026225998987	transcript-transcript	0.797026225998987
CD2	CD53	-0.726797479934763	transcript-transcript	0.726797479934763
CD2	ITGB2	-0.785303258436464	transcript-transcript	0.785303258436464
STAT1	IRF9	0.705774323027543	transcript-transcript	0.705774323027543
STAT1	FANCC	0.119249199695981	transcript-transcript	0.119249199695981
BID	BCL2	-0.617852859795685	transcript-transcript	0.617852859795685
ABL1	ENAH	-0.121800272486974	transcript-transcript	0.121800272486974
BID	BCL2	-0.617852859795685	transcript-transcript	0.617852859795685
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
CSNK2A2	CSNK2A1	-0.139717226459754	transcript-transcript	0.139717226459754
GSK3B	CSNK2A1	0.367599638520328	transcript-transcript	0.367599638520328
ABL1	ENAH	-0.121800272486974	transcript-transcript	0.121800272486974
CTNNB1	CSNK2A1	0.437671941335277	transcript-transcript	0.437671941335277
CTNNB1	GSK3B	0.906397691815845	transcript-transcript	0.906397691815845
ZNF687	ZNF469	-0.696930728886509	transcript-transcript	0.696930728886509
IKZF2	ZNF469	0.590095648163432	transcript-transcript	0.590095648163432
IKZF2	ZNF687	-0.458925922212988	transcript-transcript	0.458925922212988
MARCHF3	MARCHF8	0.301470029327295	transcript-transcript	0.301470029327295
GUSB	GLB1	0.273984681185782	transcript-transcript	0.273984681185782
IFI44	TWNK	0.329877935161115	transcript-transcript	0.329877935161115
SEPTIN9	SAR1A	-0.228156795279239	transcript-transcript	0.228156795279239
RIOX2	RIOX1	0.384422024455848	transcript-transcript	0.384422024455848
AKR1A1	AKR1C1	-0.38900108430678	transcript-transcript	0.38900108430678
DSP	MCF2L2	0.172269964803986	transcript-transcript	0.172269964803986
CD86	CD28	0.334391124414928	transcript-transcript	0.334391124414928
FCGR2A	FCGR1A	0.578296291871287	transcript-transcript	0.578296291871287
GALT	DCPS	0.778168103572417	transcript-transcript	0.778168103572417
HNRNPC	RNPC3	0.71734116804217	transcript-transcript	0.71734116804217
BID	BCL2	-0.617852859795685	transcript-transcript	0.617852859795685
PUM3	SF3B1	-0.644906597404701	transcript-transcript	0.644906597404701
COL9A3	COL9A2	0.301714601113682	transcript-transcript	0.301714601113682
CD5	CD6	0.967568960902222	transcript-transcript	0.967568960902222
DNASE1L3	NOCT	-0.309578571023278	transcript-transcript	0.309578571023278
BMPR2	STK26	0.691671470896737	transcript-transcript	0.691671470896737
GZMA	CFD	0.301366227528574	transcript-transcript	0.301366227528574
SERPINB1	SERPINH1	-0.807801476597133	transcript-transcript	0.807801476597133
EGR3	ZNF469	0.195556207251135	transcript-transcript	0.195556207251135
EGR3	IKZF2	0.143750494516186	transcript-transcript	0.143750494516186
FCGR2B	FCGR1A	0.422949687654635	transcript-transcript	0.422949687654635
FCGR2B	FCGR2A	0.475509330258582	transcript-transcript	0.475509330258582
FOSB	DBP	0.234320541747866	transcript-transcript	0.234320541747866
CFB	CFD	0.402153536701443	transcript-transcript	0.402153536701443
CFB	GZMA	0.360915438265773	transcript-transcript	0.360915438265773
ABR	MCF2L2	-0.631568133013324	transcript-transcript	0.631568133013324
CEACAM1	FCGR1A	0.565757417750184	transcript-transcript	0.565757417750184
PTK2B	STK26	0.312605938364082	transcript-transcript	0.312605938364082
PTK2B	EPB41	0.151087187807802	transcript-transcript	0.151087187807802
PTK2B	DDR1	-0.534728249288953	transcript-transcript	0.534728249288953
RHOH	CDC42	-0.749795906471716	transcript-transcript	0.749795906471716
CSF1R	FCGR1A	-0.16239648823413	transcript-transcript	0.16239648823413
CSF1R	PTK2B	-0.397331488488408	transcript-transcript	0.397331488488408
TOR1A	TWNK	-0.81774440931188	transcript-transcript	0.81774440931188
GATA3	RERE	-0.603069508924242	transcript-transcript	0.603069508924242
HNRNPK	ANKHD1	0.19578321670782	transcript-transcript	0.19578321670782
GNAS	TWNK	-0.735650689330818	transcript-transcript	0.735650689330818
GTF2F2	ELK3	-0.263763388616634	transcript-transcript	0.263763388616634
DUSP4	DUSP28	0.276745976813878	transcript-transcript	0.276745976813878
EZH2	RERE	-0.721402885837294	transcript-transcript	0.721402885837294
CD9	TSPAN33	0.350342402929309	transcript-transcript	0.350342402929309
ABCC2	ABCA3	-0.776072891890644	transcript-transcript	0.776072891890644
GLA	GLB1	0.643211605248409	transcript-transcript	0.643211605248409
GLA	GUSB	0.121211866953282	transcript-transcript	0.121211866953282
ARNT	TCFL5	0.413226270382143	transcript-transcript	0.413226270382143
CD1C	CD47	-0.385299144947134	transcript-transcript	0.385299144947134
AANAT	ATAT1	0.356082489892028	transcript-transcript	0.356082489892028
CSNK2A1	STK26	0.690669133634597	transcript-transcript	0.690669133634597
ANXA5	ANXA1	0.752895255079186	transcript-transcript	0.752895255079186
CSNK2A2	ERN1	-0.42547291154337	transcript-transcript	0.42547291154337
CSNK2A2	PLK3	-0.338309687021989	transcript-transcript	0.338309687021989
CSNK2A2	CHUK	-0.394964122008621	transcript-transcript	0.394964122008621
CREB1	DBP	-0.765441852945435	transcript-transcript	0.765441852945435
ASGR1	FCER2	0.228656309037007	transcript-transcript	0.228656309037007
ATF2	DBP	-0.869010585331465	transcript-transcript	0.869010585331465
ATF2	FOSB	-0.21507849027656	transcript-transcript	0.21507849027656
ATF2	CREB1	0.882664347460197	transcript-transcript	0.882664347460197
CD27	CD40	0.635786680974045	transcript-transcript	0.635786680974045
CD53	TSPAN33	-0.434857541858842	transcript-transcript	0.434857541858842
CD53	CD9	-0.104474478160033	transcript-transcript	0.104474478160033
CDK7	ERN1	0.643189091692709	transcript-transcript	0.643189091692709
CDK7	PLK3	0.526311128214522	transcript-transcript	0.526311128214522
CDK7	BMPR2	0.625498537585519	transcript-transcript	0.625498537585519
CDK7	CHUK	0.876658007064345	transcript-transcript	0.876658007064345
CDK7	CSNK2A2	-0.196283929294526	transcript-transcript	0.196283929294526
GSK3B	ERN1	0.856350339140914	transcript-transcript	0.856350339140914
GSK3B	PLK3	0.746653570907715	transcript-transcript	0.746653570907715
GSK3B	BMPR2	0.637985109156957	transcript-transcript	0.637985109156957
GSK3B	CHUK	0.924322226768995	transcript-transcript	0.924322226768995
GSK3B	CSNK2A2	-0.426476812931961	transcript-transcript	0.426476812931961
GSK3B	CDK7	0.786378538092472	transcript-transcript	0.786378538092472
CDK4	ERN1	-0.821181248263589	transcript-transcript	0.821181248263589
CDK4	PLK3	-0.686000986689257	transcript-transcript	0.686000986689257
CDK4	BMPR2	-0.664323569388537	transcript-transcript	0.664323569388537
CDK4	CHUK	-0.967016188296446	transcript-transcript	0.967016188296446
CDK4	CSNK2A2	0.385453076868445	transcript-transcript	0.385453076868445
CDK4	CDK7	-0.839788187442536	transcript-transcript	0.839788187442536
CDK4	GSK3B	-0.918615927767161	transcript-transcript	0.918615927767161
ABL1	PTK2B	-0.454005955541758	transcript-transcript	0.454005955541758
CDK9	ERN1	-0.413172394921791	transcript-transcript	0.413172394921791
CDK9	BMPR2	-0.622093001448171	transcript-transcript	0.622093001448171
CDK9	CHUK	-0.461905122768348	transcript-transcript	0.461905122768348
CDK9	CDK7	-0.418210555059297	transcript-transcript	0.418210555059297
CDK9	GSK3B	-0.331576078460385	transcript-transcript	0.331576078460385
CDK9	CDK4	0.385542062782486	transcript-transcript	0.385542062782486
C2	CFD	0.246194181405646	transcript-transcript	0.246194181405646
C2	GZMA	0.242401107888335	transcript-transcript	0.242401107888335
C2	CFB	0.794350266676377	transcript-transcript	0.794350266676377
CD3D	CD28	0.70199118070672	transcript-transcript	0.70199118070672
CD3D	CD47	-0.454775211493563	transcript-transcript	0.454775211493563
CASP1	NLRP1	0.130365784717391	transcript-transcript	0.130365784717391
CASP1	CASP6	-0.475482830829959	transcript-transcript	0.475482830829959
CR2	CFB	-0.178201548564397	transcript-transcript	0.178201548564397
CR2	CFH	-0.280587274376652	transcript-transcript	0.280587274376652
CD69	FCER2	0.430617398254479	transcript-transcript	0.430617398254479
CD3G	FCGR2A	-0.759335693840726	transcript-transcript	0.759335693840726
CD3G	FCGR2B	-0.436316804599647	transcript-transcript	0.436316804599647
CD3G	CD3D	0.881528795096032	transcript-transcript	0.881528795096032
SERPINA1	SERPINH1	-0.705491151571573	transcript-transcript	0.705491151571573
SERPINA1	SERPINB1	0.882085078114526	transcript-transcript	0.882085078114526
CD2	CD28	0.732519283204365	transcript-transcript	0.732519283204365
CD2	CD86	0.303632244913289	transcript-transcript	0.303632244913289
CD2	CD3D	0.947330063654206	transcript-transcript	0.947330063654206
RPS2	RPL4	0.905662073311198	transcript-transcript	0.905662073311198
RPS20	RPS2	0.95094527927286	transcript-transcript	0.95094527927286
RNASE2	IFIT2	-0.402762919463045	transcript-transcript	0.402762919463045
PFKFB3	RNASE2	0.45007258408526	transcript-transcript	0.45007258408526
RORC	XCL1	0.678230032746813	transcript-transcript	0.678230032746813
TBXA2R	KIR2DL4	0.181727992279809	transcript-transcript	0.181727992279809
TBXA2R	PPP1R10	-0.35977251615794	transcript-transcript	0.35977251615794
PLEK	IFIT2	0.334276823344685	transcript-transcript	0.334276823344685
PLEK	RNASE2	0.12963909165905	transcript-transcript	0.12963909165905
S100A9	IFIT2	-0.182526109052412	transcript-transcript	0.182526109052412
S100A9	RNASE2	0.653177117586714	transcript-transcript	0.653177117586714
SGTA	PFDN4	0.653768651237222	transcript-transcript	0.653768651237222
PTGS1	RNASE1	0.2333473785248	transcript-transcript	0.2333473785248
PTGS1	PTPA	0.107809866492041	transcript-transcript	0.107809866492041
KCNA3	XCL1	0.407852192055997	transcript-transcript	0.407852192055997
SRF	PIGF	0.299951201783927	transcript-transcript	0.299951201783927
CD46	IDH1	0.662067018357538	transcript-transcript	0.662067018357538
CD46	MAOB	0.168856764065735	transcript-transcript	0.168856764065735
SRP9	MGMT	-0.68262094800745	transcript-transcript	0.68262094800745
SRP9	PIGF	0.799881931999617	transcript-transcript	0.799881931999617
PRCC	SRP9	-0.253447410341091	transcript-transcript	0.253447410341091
MARK3	SAT1	0.669335003182652	transcript-transcript	0.669335003182652
PLAUR	RNASE2	0.276220389875306	transcript-transcript	0.276220389875306
PLAUR	MMP19	-0.322798946337545	transcript-transcript	0.322798946337545
CFP	IFIT2	-0.429920353207503	transcript-transcript	0.429920353207503
CFP	RNASE2	0.331871445993627	transcript-transcript	0.331871445993627
CFP	PLEK	-0.443944077141317	transcript-transcript	0.443944077141317
CFP	PDGFB	0.103335919402399	transcript-transcript	0.103335919402399
EZR	PRCC	0.435660454555971	transcript-transcript	0.435660454555971
IGFBP3	SPP1	-0.105844639148883	transcript-transcript	0.105844639148883
LRP1	MARK3	-0.342035291506139	transcript-transcript	0.342035291506139
TCN1	NDST1	0.481190175079548	transcript-transcript	0.481190175079548
ITK	MC1R	0.144592035756924	transcript-transcript	0.144592035756924
MXD1	OSM	0.719704779680127	transcript-transcript	0.719704779680127
MXD1	KCNA3	-0.417997639291367	transcript-transcript	0.417997639291367
RPS21	RPL4	0.935008139664	transcript-transcript	0.935008139664
RPS21	RPS2	0.971837818921575	transcript-transcript	0.971837818921575
RPS21	RPS20	0.973408748266889	transcript-transcript	0.973408748266889
NDUFB7	PTPA	0.90409858284012	transcript-transcript	0.90409858284012
SMS	THOP1	0.311658947029443	transcript-transcript	0.311658947029443
NFKB2	RNASE2	0.114643896988869	transcript-transcript	0.114643896988869
NFKB2	CFP	0.454477483019913	transcript-transcript	0.454477483019913
PLP2	RAB1A	0.822582698753633	transcript-transcript	0.822582698753633
PIR	SPP1	-0.297610586132372	transcript-transcript	0.297610586132372
IDO1	PTGDS	0.553279339968463	transcript-transcript	0.553279339968463
PSMB5	MGMT	0.435726854882321	transcript-transcript	0.435726854882321
PSMB5	PIGF	0.240586206266665	transcript-transcript	0.240586206266665
PSMB5	HSPD1	-0.297424845064326	transcript-transcript	0.297424845064326
TYMS	PMAIP1	-0.260076395445295	transcript-transcript	0.260076395445295
TARS1	MED1	0.468742833334004	transcript-transcript	0.468742833334004
TARS1	INSIG1	0.121568424661314	transcript-transcript	0.121568424661314
TARS1	STIL	0.574525563036826	transcript-transcript	0.574525563036826
PSMD8	ZBTB17	0.645804351807312	transcript-transcript	0.645804351807312
PSMD8	RAB1A	-0.499358168903136	transcript-transcript	0.499358168903136
PSMD8	RPS21	0.677371523377921	transcript-transcript	0.677371523377921
MSN	STAT5B	0.866782009275703	transcript-transcript	0.866782009275703
MSN	RIT1	0.876589674161281	transcript-transcript	0.876589674161281
MSN	PLP2	0.633340593069294	transcript-transcript	0.633340593069294
MSN	PECAM1	0.660452207000546	transcript-transcript	0.660452207000546
SKIV2L	OSM	0.490098818922639	transcript-transcript	0.490098818922639
SKIV2L	NDST1	0.112352347546873	transcript-transcript	0.112352347546873
SKIV2L	PTPA	-0.222731807559531	transcript-transcript	0.222731807559531
MAN2A1	TARS1	0.309261371621384	transcript-transcript	0.309261371621384
PRKCB	MPV17	-0.559460394809546	transcript-transcript	0.559460394809546
PRKCB	MSN	0.876885681586411	transcript-transcript	0.876885681586411
PMP22	SAT1	-0.629160748011518	transcript-transcript	0.629160748011518
PMP22	LRP1	0.3251618513485	transcript-transcript	0.3251618513485
YARS1	RPS2	0.710974856386221	transcript-transcript	0.710974856386221
YARS1	PSMD8	0.741311988933298	transcript-transcript	0.741311988933298
NR1H2	ZBTB17	0.91838125399728	transcript-transcript	0.91838125399728
NR1H2	RAB1A	-0.154831800686078	transcript-transcript	0.154831800686078
NR1H2	JUND	0.503238367485293	transcript-transcript	0.503238367485293
ITPA	RPS2	0.860990975154639	transcript-transcript	0.860990975154639
NPM1	RPL4	0.882508334751559	transcript-transcript	0.882508334751559
NPM1	THOP1	0.746076925805216	transcript-transcript	0.746076925805216
NPM1	KLRD1	0.153750602354279	transcript-transcript	0.153750602354279
TFDP1	MXD1	0.661696147307992	transcript-transcript	0.661696147307992
IFNGR2	RAB1A	0.931605335307546	transcript-transcript	0.931605335307546
IL10RB	SRP9	0.712434713962216	transcript-transcript	0.712434713962216
SDC2	SLC11A2	0.157844005628788	transcript-transcript	0.157844005628788
SDC2	SKIV2L	-0.312012673499732	transcript-transcript	0.312012673499732
MAT2A	IMPA1	0.364071396268446	transcript-transcript	0.364071396268446
MAT2A	MPV17	-0.167568048808429	transcript-transcript	0.167568048808429
RARA	PDGFB	-0.423085884944349	transcript-transcript	0.423085884944349
RARA	SAT1	0.67837719692107	transcript-transcript	0.67837719692107
RARA	JUND	0.230569345918062	transcript-transcript	0.230569345918062
CD200	SET	0.407888323983292	transcript-transcript	0.407888323983292
CD200	PRKCB	-0.242203007086293	transcript-transcript	0.242203007086293
MKI67	TYMS	0.555158730380655	transcript-transcript	0.555158730380655
TAP1	IDO1	0.226401058008817	transcript-transcript	0.226401058008817
IGF2R	MPV17	-0.601453143975276	transcript-transcript	0.601453143975276
IFIT3	IFIT2	0.820833022511602	transcript-transcript	0.820833022511602
IFIT3	RNASE2	-0.45263754426429	transcript-transcript	0.45263754426429
IFIT3	PFKFB3	-0.237728374366171	transcript-transcript	0.237728374366171
IFIT3	NFKB2	0.110813619368235	transcript-transcript	0.110813619368235
RELB	IFIT2	0.177628832261883	transcript-transcript	0.177628832261883
RELB	PFKFB3	-0.264537759828467	transcript-transcript	0.264537759828467
RELB	PLEK	-0.278600199106836	transcript-transcript	0.278600199106836
RELB	S100A9	0.227434090661577	transcript-transcript	0.227434090661577
RELB	RAB1A	-0.303070906234339	transcript-transcript	0.303070906234339
RELB	PLAUR	0.445692803978731	transcript-transcript	0.445692803978731
RELB	CFP	0.544503714912734	transcript-transcript	0.544503714912734
RELB	NFKB2	0.851113864533209	transcript-transcript	0.851113864533209
RELB	NR1H2	0.617295723857312	transcript-transcript	0.617295723857312
RELB	IFNGR2	-0.116764767450861	transcript-transcript	0.116764767450861
RELB	IFIT3	0.230934396998226	transcript-transcript	0.230934396998226
TBCA	TARS1	-0.459683494634904	transcript-transcript	0.459683494634904
RB1	UNG	-0.664280357692021	transcript-transcript	0.664280357692021
SDCBP	RAB1A	0.942423693996285	transcript-transcript	0.942423693996285
SDCBP	MSN	0.868951693846693	transcript-transcript	0.868951693846693
SDCBP	RARA	0.555311515093368	transcript-transcript	0.555311515093368
TXNRD1	MPV17	-0.486126539558859	transcript-transcript	0.486126539558859
TXNRD1	IGF2R	0.791834555999246	transcript-transcript	0.791834555999246
RASA1	TAF4	0.210123618086722	transcript-transcript	0.210123618086722
RASA1	PIGF	0.438443669987552	transcript-transcript	0.438443669987552
RASA1	SRP9	0.630183535360932	transcript-transcript	0.630183535360932
RELA	JUND	0.632699107952628	transcript-transcript	0.632699107952628
RELA	NR1H2	0.588683825680816	transcript-transcript	0.588683825680816
TNFAIP3	IFIT2	0.366102104453749	transcript-transcript	0.366102104453749
TNFAIP3	RAB1A	0.878996796452256	transcript-transcript	0.878996796452256
TNFAIP3	JUND	-0.558516910296689	transcript-transcript	0.558516910296689
TNFAIP3	PLP2	0.582950696918497	transcript-transcript	0.582950696918497
TNFAIP3	RELB	-0.29090658027308	transcript-transcript	0.29090658027308
ITGAV	MXD1	0.655720794037058	transcript-transcript	0.655720794037058
TXN	TXNRD1	0.671701701926603	transcript-transcript	0.671701701926603
JUNB	PFKFB3	0.263081212108033	transcript-transcript	0.263081212108033
JUNB	JUND	0.551457746802657	transcript-transcript	0.551457746802657
JUNB	RELB	0.364511714297358	transcript-transcript	0.364511714297358
JUNB	TNFAIP3	0.141772112931874	transcript-transcript	0.141772112931874
PNP	ST3GAL4	-0.206124707550498	transcript-transcript	0.206124707550498
PNP	CXCL5	-0.135652673915354	transcript-transcript	0.135652673915354
PNP	S100A9	-0.117465354533144	transcript-transcript	0.117465354533144
PNP	RAB1A	-0.238222993101142	transcript-transcript	0.238222993101142
PNP	PLAUR	-0.30069984913568	transcript-transcript	0.30069984913568
PNP	SLA	-0.293154991559246	transcript-transcript	0.293154991559246
PNP	IFIT3	-0.344259827415861	transcript-transcript	0.344259827415861
PNP	SDCBP	-0.385134035355647	transcript-transcript	0.385134035355647
PSEN1	SKIV2L	0.333853587825212	transcript-transcript	0.333853587825212
