GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
ITGAL	MAF	-0.378457680876895	transcript-transcript	0.378457680876895
HSP90AA1	RELA	-0.292438887508439	transcript-transcript	0.292438887508439
IL10RA	IL16	-0.446401058373393	transcript-transcript	0.446401058373393
IL10RA	SLA	-0.617595213936281	transcript-transcript	0.617595213936281
IL10RA	PRKCB	-0.31041671491601	transcript-transcript	0.31041671491601
IL10RA	SYK	-0.392861027797293	transcript-transcript	0.392861027797293
TNFRSF1A	MAOA	0.342948782303522	transcript-transcript	0.342948782303522
PTEN	PTBP1	-0.760704894217276	transcript-transcript	0.760704894217276
PTEN	RB1	0.618748784727812	transcript-transcript	0.618748784727812
IRF8	IL16	-0.341061468467317	transcript-transcript	0.341061468467317
IRF8	PRKCB	-0.219801322083199	transcript-transcript	0.219801322083199
IRF8	SYK	-0.179586976587659	transcript-transcript	0.179586976587659
NFKBIA	MXD1	0.831109716612012	transcript-transcript	0.831109716612012
NFKBIA	TNFAIP3	0.868931418210366	transcript-transcript	0.868931418210366
NFKBIA	JUNB	0.501540989978293	transcript-transcript	0.501540989978293
ICAM1	ITK	-0.254337432513788	transcript-transcript	0.254337432513788
ICAM1	TNFRSF1A	0.702019313045458	transcript-transcript	0.702019313045458
STAT3	STAT5A	0.460895480307381	transcript-transcript	0.460895480307381
STAT3	IFIT3	0.320715872552255	transcript-transcript	0.320715872552255
NFKB1	TYRO3	0.330539978195106	transcript-transcript	0.330539978195106
NFKB1	NFKB2	0.355713546962965	transcript-transcript	0.355713546962965
NFKB1	IGF2R	0.4848443513187	transcript-transcript	0.4848443513187
NFKB1	TIMP1	-0.386657393190254	transcript-transcript	0.386657393190254
NFKB1	TNFAIP3	0.578389988099798	transcript-transcript	0.578389988099798
LYN	IL16	0.6817220898368	transcript-transcript	0.6817220898368
LYN	PRKCB	0.894465624340529	transcript-transcript	0.894465624340529
LYN	IFNGR2	0.84612981646743	transcript-transcript	0.84612981646743
LYN	RARA	0.556419675569841	transcript-transcript	0.556419675569841
LYN	SYK	0.841830603740657	transcript-transcript	0.841830603740657
LYN	IL10RA	-0.295585523583523	transcript-transcript	0.295585523583523
LYN	IRF8	-0.224729121052885	transcript-transcript	0.224729121052885
CXCL8	KLRD1	0.246375027327399	transcript-transcript	0.246375027327399
CXCL8	STAT5A	0.13215169295132	transcript-transcript	0.13215169295132
CXCL8	IFIT3	-0.141902015489729	transcript-transcript	0.141902015489729
CXCL8	STAT3	0.102477638547288	transcript-transcript	0.102477638547288
PDGFRB	TFAP4	0.119555437070165	transcript-transcript	0.119555437070165
PDGFRB	ICAM1	-0.294757582739954	transcript-transcript	0.294757582739954
CXCL2	TFAP4	-0.139189745191591	transcript-transcript	0.139189745191591
CXCL2	MAOA	0.144125926728775	transcript-transcript	0.144125926728775
CXCL2	RELA	-0.143818949481258	transcript-transcript	0.143818949481258
CXCL2	STAT3	-0.126242270994955	transcript-transcript	0.126242270994955
CXCL2	CXCL8	0.224727342001797	transcript-transcript	0.224727342001797
CXCL2	PTGS2	0.191145894459341	transcript-transcript	0.191145894459341
CXCL1	TIMP1	-0.122607405227268	transcript-transcript	0.122607405227268
CXCL1	NFKBIA	0.248952447720337	transcript-transcript	0.248952447720337
RPS16	NDUFB7	0.86657767147236	transcript-transcript	0.86657767147236
IL1B	PTGS1	-0.27836378486802	transcript-transcript	0.27836378486802
IL1B	NFKB2	0.518551411985878	transcript-transcript	0.518551411985878
IL1B	LCN2	-0.522924826580502	transcript-transcript	0.522924826580502
IL1B	TNFAIP3	0.249859257801174	transcript-transcript	0.249859257801174
IL1B	JUNB	0.525176239825152	transcript-transcript	0.525176239825152
IL1B	NFKBIA	0.236668512100523	transcript-transcript	0.236668512100523
IL1B	NFKB1	0.702342722686068	transcript-transcript	0.702342722686068
IL1B	CXCL1	0.541386607056042	transcript-transcript	0.541386607056042
FOS	TNFAIP3	0.650395551830445	transcript-transcript	0.650395551830445
FOS	JUNB	0.623987287216022	transcript-transcript	0.623987287216022
FOS	TNFRSF1A	0.606257993825641	transcript-transcript	0.606257993825641
FOS	NFKBIA	0.707814644935277	transcript-transcript	0.707814644935277
FOS	CXCL1	0.632050688129641	transcript-transcript	0.632050688129641
FOS	IL1B	0.35778261562641	transcript-transcript	0.35778261562641
STAT1	IGF2R	0.451211496991686	transcript-transcript	0.451211496991686
STAT1	TIMP1	-0.23396619191951	transcript-transcript	0.23396619191951
CCL5	XCL1	0.404544014559778	transcript-transcript	0.404544014559778
CCL5	PDGFB	0.573714669033816	transcript-transcript	0.573714669033816
CCL5	TIMP1	0.459767555948735	transcript-transcript	0.459767555948735
CCL5	TNFRSF1A	-0.362521905981919	transcript-transcript	0.362521905981919
CCL5	NFKB1	-0.746596872852435	transcript-transcript	0.746596872852435
CCL5	CXCL1	-0.132703292811827	transcript-transcript	0.132703292811827
CCL5	STAT1	-0.151009741108944	transcript-transcript	0.151009741108944
MMP9	PDGFB	-0.18458258336566	transcript-transcript	0.18458258336566
MMP9	MAF	-0.528612130464882	transcript-transcript	0.528612130464882
MMP9	MMP1	0.243659714256391	transcript-transcript	0.243659714256391
MMP9	TIMP1	0.178024070377026	transcript-transcript	0.178024070377026
MMP9	NFKB1	-0.193883119200706	transcript-transcript	0.193883119200706
BCL2A1	RELB	0.324263370108185	transcript-transcript	0.324263370108185
BCL2A1	TNFAIP3	0.664194587331088	transcript-transcript	0.664194587331088
BCL2A1	TXN	0.653633147606812	transcript-transcript	0.653633147606812
BCL2A1	NFKBIA	0.767840079851875	transcript-transcript	0.767840079851875
OSM	PCYT1A	0.581289182986668	transcript-transcript	0.581289182986668
CST7	NRL	-0.34184903025571	transcript-transcript	0.34184903025571
RNASE2	SLC11A1	-0.292035191887772	transcript-transcript	0.292035191887772
RNASE2	OSM	-0.424762882764601	transcript-transcript	0.424762882764601
CXCL5	SLC11A1	-0.39263891780775	transcript-transcript	0.39263891780775
CXCL5	RNASE2	-0.170994142583538	transcript-transcript	0.170994142583538
MMP19	PCYT1A	-0.377241609750221	transcript-transcript	0.377241609750221
PFKFB3	ST3GAL4	0.7349530660218	transcript-transcript	0.7349530660218
MFGE8	NDST1	0.536950297182517	transcript-transcript	0.536950297182517
TBXA2R	NDST1	0.181710856704527	transcript-transcript	0.181710856704527
TBXA2R	MFGE8	0.408131069422255	transcript-transcript	0.408131069422255
NPAT	TTF1	0.414319867740315	transcript-transcript	0.414319867740315
PLEK	CST7	0.505668504760532	transcript-transcript	0.505668504760532
PFDN4	TAF4	-0.392950857621971	transcript-transcript	0.392950857621971
S100A9	SLC11A1	0.652076157046001	transcript-transcript	0.652076157046001
S100A9	RNASE2	-0.121868447907984	transcript-transcript	0.121868447907984
S100A9	CXCL5	-0.398870725236467	transcript-transcript	0.398870725236467
KCNJ2	CUBN	0.566512559274898	transcript-transcript	0.566512559274898
KCNJ2	XCL1	-0.403134915130554	transcript-transcript	0.403134915130554
PC	SREBF2	0.532262465054016	transcript-transcript	0.532262465054016
IL16	PLEK	0.476792084303231	transcript-transcript	0.476792084303231
SFTPD	ST14	0.440663400289014	transcript-transcript	0.440663400289014
SNRPE	HSPD1	0.253145887260065	transcript-transcript	0.253145887260065
PTGS1	S100A4	-0.121727363754835	transcript-transcript	0.121727363754835
IMPA1	SRI	-0.515976649808095	transcript-transcript	0.515976649808095
RIT1	S100A9	0.626074936897644	transcript-transcript	0.626074936897644
RIT1	IFNAR2	0.741349755446778	transcript-transcript	0.741349755446778
SLC5A5	MMP19	0.257552839586201	transcript-transcript	0.257552839586201
PLAUR	SLC11A1	0.523004909921794	transcript-transcript	0.523004909921794
PLAUR	CXCL5	-0.453591304489506	transcript-transcript	0.453591304489506
PLAUR	S100A9	0.647572463006486	transcript-transcript	0.647572463006486
IGFBP3	PDGFB	0.389028666749571	transcript-transcript	0.389028666749571
SLA	SLC11A2	-0.207425482042828	transcript-transcript	0.207425482042828
PMAIP1	PIGF	-0.194032927154197	transcript-transcript	0.194032927154197
TCN1	PTGDR	-0.319889359247231	transcript-transcript	0.319889359247231
NDUFB7	MTX1	0.185649583292381	transcript-transcript	0.185649583292381
NDUFB7	MGMT	0.872822100351884	transcript-transcript	0.872822100351884
SMS	HSPD1	-0.181665929662358	transcript-transcript	0.181665929662358
PTPN11	OSBP	0.711930023545565	transcript-transcript	0.711930023545565
PLP2	PTGS1	0.270588647368766	transcript-transcript	0.270588647368766
INSIG1	ME1	0.393912615297946	transcript-transcript	0.393912615297946
INSIG1	IDH1	0.509626902208593	transcript-transcript	0.509626902208593
TFAP4	HSPD1	0.312440617337655	transcript-transcript	0.312440617337655
IDO1	KLRD1	-0.281459150655781	transcript-transcript	0.281459150655781
PSMB5	HSPD1	0.362297378717242	transcript-transcript	0.362297378717242
PSMB5	SORD	0.330887250748232	transcript-transcript	0.330887250748232
TYMS	STIL	0.875039487650433	transcript-transcript	0.875039487650433
PECAM1	TBXA2R	-0.364844908153126	transcript-transcript	0.364844908153126
PECAM1	PDGFB	-0.604239246831814	transcript-transcript	0.604239246831814
PECAM1	IGFBP3	-0.337551979640582	transcript-transcript	0.337551979640582
TARS1	HSPD1	0.707474915343226	transcript-transcript	0.707474915343226
TARS1	PMAIP1	-0.466687471372102	transcript-transcript	0.466687471372102
PSMD8	MGMT	0.842456072528489	transcript-transcript	0.842456072528489
PSMD8	NDUFB7	0.837450418302768	transcript-transcript	0.837450418302768
PSMD8	MPV17	0.71303751290106	transcript-transcript	0.71303751290106
STAT5A	PECAM1	0.617261740680151	transcript-transcript	0.617261740680151
MSN	PECAM1	0.667302130664615	transcript-transcript	0.667302130664615
SKIV2L	TTF1	0.23786359107144	transcript-transcript	0.23786359107144
MMP1	PDGFB	0.262910409881938	transcript-transcript	0.262910409881938
MMP1	IGFBP3	-0.115845358749851	transcript-transcript	0.115845358749851
MAN2A1	RIT1	0.196428973792736	transcript-transcript	0.196428973792736
MAN2A1	PECAM1	-0.230253515896422	transcript-transcript	0.230253515896422
PSMB7	NDUFB7	0.72702094208743	transcript-transcript	0.72702094208743
IL6ST	PLA2G4A	0.636381862650638	transcript-transcript	0.636381862650638
YARS1	SREBF2	0.42159163714946	transcript-transcript	0.42159163714946
NR1H2	KCNJ2	-0.248453070617912	transcript-transcript	0.248453070617912
ITPA	RPS21	0.905750349893036	transcript-transcript	0.905750349893036
UNG	SNRPE	0.540911155349535	transcript-transcript	0.540911155349535
UNG	SRP9	-0.133476278445399	transcript-transcript	0.133476278445399
UNG	TFAP4	0.773675480274902	transcript-transcript	0.773675480274902
PRL	PTGDR	0.333487144979635	transcript-transcript	0.333487144979635
PRL	PFKFB3	0.279122340034561	transcript-transcript	0.279122340034561
NPM1	THOP1	0.717276528649166	transcript-transcript	0.717276528649166
NPM1	HSPD1	0.652045529823461	transcript-transcript	0.652045529823461
NPM1	SNRPE	0.687037058455629	transcript-transcript	0.687037058455629
NPM1	RPS21	0.736598356438099	transcript-transcript	0.736598356438099
NPM1	SMS	-0.251602445764398	transcript-transcript	0.251602445764398
NPM1	TARS1	0.409563599556821	transcript-transcript	0.409563599556821
SDC1	SORD	-0.399476011287741	transcript-transcript	0.399476011287741
SDC1	PRCC	-0.12105616157745	transcript-transcript	0.12105616157745
MAT2A	SOS1	0.276060034223044	transcript-transcript	0.276060034223044
MAT2A	OSBP	0.301584464827311	transcript-transcript	0.301584464827311
MAT2A	PTPN11	0.33045194120972	transcript-transcript	0.33045194120972
RARA	MAT2A	-0.450170254707035	transcript-transcript	0.450170254707035
MKI67	TAF5	0.336524097959952	transcript-transcript	0.336524097959952
MKI67	TYMS	0.974489551715178	transcript-transcript	0.974489551715178
TAP1	PLEK	0.594153287755808	transcript-transcript	0.594153287755808
TAP1	IDO1	0.152144227525038	transcript-transcript	0.152144227525038
IGF2R	PDGFB	-0.333201606296948	transcript-transcript	0.333201606296948
IGF2R	EZR	-0.555666534209228	transcript-transcript	0.555666534209228
POLD1	TTF1	-0.685925324798491	transcript-transcript	0.685925324798491
POLD1	NPAT	-0.305673967339048	transcript-transcript	0.305673967339048
POLD1	SGTA	0.852473743795087	transcript-transcript	0.852473743795087
POLD1	UNG	0.579540858348059	transcript-transcript	0.579540858348059
MAOA	PRCC	-0.238884305825441	transcript-transcript	0.238884305825441
MAOA	CD200	-0.43251241232438	transcript-transcript	0.43251241232438
IFIT3	TAP1	0.828035036747357	transcript-transcript	0.828035036747357
RELB	PTPA	0.296485819611007	transcript-transcript	0.296485819611007
RELB	JUND	0.421176655085155	transcript-transcript	0.421176655085155
TBCA	PFDN4	0.656846807769132	transcript-transcript	0.656846807769132
TBCA	PMAIP1	-0.445766205943196	transcript-transcript	0.445766205943196
SYK	SAT1	0.586284783742427	transcript-transcript	0.586284783742427
SYK	RIT1	0.781786636491345	transcript-transcript	0.781786636491345
SYK	STAT5A	0.544766450394429	transcript-transcript	0.544766450394429
RB1	TFDP1	0.690443571635886	transcript-transcript	0.690443571635886
ITGA5	S100A9	0.413705592986039	transcript-transcript	0.413705592986039
ITGA5	SAT1	0.609334786153144	transcript-transcript	0.609334786153144
ITGA5	RIT1	0.577008175758162	transcript-transcript	0.577008175758162
ITGA5	PLAUR	0.70778061596659	transcript-transcript	0.70778061596659
ITGA5	PECAM1	0.480341243941314	transcript-transcript	0.480341243941314
ITGA5	MMP1	0.178932964849666	transcript-transcript	0.178932964849666
ITGA5	IL10RB	0.389424083996214	transcript-transcript	0.389424083996214
SDCBP	PLA2G4A	0.499524585465486	transcript-transcript	0.499524585465486
SDCBP	NBN	0.810173368751709	transcript-transcript	0.810173368751709
SDCBP	CD46	0.906355340552224	transcript-transcript	0.906355340552224
SDCBP	IL6ST	0.624588102941561	transcript-transcript	0.624588102941561
TIMP1	P4HB	0.44912702212443	transcript-transcript	0.44912702212443
TIMP1	ITGA5	0.331197026635446	transcript-transcript	0.331197026635446
TXNRD1	SRI	-0.315857690060658	transcript-transcript	0.315857690060658
TXNRD1	IMPA1	0.652026202271376	transcript-transcript	0.652026202271376
NDUFAB1	HSPD1	0.278018626263916	transcript-transcript	0.278018626263916
NDUFAB1	PSMB5	0.776813889232884	transcript-transcript	0.776813889232884
NDUFAB1	TBCA	0.702134958598202	transcript-transcript	0.702134958598202
TNFAIP3	NFKB2	-0.190430531145462	transcript-transcript	0.190430531145462
TNFAIP3	PECAM1	0.342857966586955	transcript-transcript	0.342857966586955
TNFAIP3	SYK	0.688449962989477	transcript-transcript	0.688449962989477
ITGAV	MAN2A1	0.674694840607744	transcript-transcript	0.674694840607744
JUNB	GADD45B	0.266884121886662	transcript-transcript	0.266884121886662
JUNB	TNFAIP3	0.177948955998185	transcript-transcript	0.177948955998185
PNP	OSM	-0.282025357827247	transcript-transcript	0.282025357827247
PNP	ITGA5	-0.649288313154587	transcript-transcript	0.649288313154587
PSEN1	OSBP	0.568858120652802	transcript-transcript	0.568858120652802
IRF3	ST14	0.525687309323798	transcript-transcript	0.525687309323798
ITGAL	KLRD1	0.138582747467324	transcript-transcript	0.138582747467324
ITGAL	IL16	0.494043663610237	transcript-transcript	0.494043663610237
ITGAL	ITK	-0.303844595067831	transcript-transcript	0.303844595067831
ITGAL	IDO1	-0.128219584200078	transcript-transcript	0.128219584200078
ITGAL	STAT5A	0.213567440869033	transcript-transcript	0.213567440869033
HSP90AA1	HSPD1	0.274322404007425	transcript-transcript	0.274322404007425
HSP90AA1	SMS	-0.154913993780195	transcript-transcript	0.154913993780195
HSP90AA1	NPM1	-0.180858149455283	transcript-transcript	0.180858149455283
HSP90AA1	NDUFAB1	-0.336469370892747	transcript-transcript	0.336469370892747
IL10RA	CST7	-0.455079038463906	transcript-transcript	0.455079038463906
IL10RA	PLEK	-0.118203473904642	transcript-transcript	0.118203473904642
TNFRSF1A	RNASE1	0.255847087287626	transcript-transcript	0.255847087287626
TNFRSF1A	MSN	0.534642012880031	transcript-transcript	0.534642012880031
TNFRSF1A	IL10RB	0.772045896646062	transcript-transcript	0.772045896646062
TNFRSF1A	ITGA5	0.674562603781647	transcript-transcript	0.674562603781647
PSMD2	PC	0.121226931934553	transcript-transcript	0.121226931934553
PSMD2	NDUFB7	0.437809618630048	transcript-transcript	0.437809618630048
PSMD2	PSMD8	0.722938825574613	transcript-transcript	0.722938825574613
PSMD2	PSMB7	0.727296439683471	transcript-transcript	0.727296439683471
PSMD2	SDC1	0.163230198357934	transcript-transcript	0.163230198357934
KIT	IRF6	0.494466101851881	transcript-transcript	0.494466101851881
S100A8	SLC11A1	0.523628807697258	transcript-transcript	0.523628807697258
S100A8	CXCL5	-0.354118797448821	transcript-transcript	0.354118797448821
S100A8	S100A9	0.895815350753135	transcript-transcript	0.895815350753135
S100A8	PLAUR	0.550582514348176	transcript-transcript	0.550582514348176
S100A8	ITGA5	0.161605547275257	transcript-transcript	0.161605547275257
IRF8	CST7	-0.385818004783871	transcript-transcript	0.385818004783871
IRF8	IL16	-0.341061468467317	transcript-transcript	0.341061468467317
IRF8	PTGDS	0.144834844101903	transcript-transcript	0.144834844101903
IRF8	CFP	0.117997223223988	transcript-transcript	0.117997223223988
NFKBIA	SAT1	0.785118471131784	transcript-transcript	0.785118471131784
NFKBIA	PECAM1	0.453325168874763	transcript-transcript	0.453325168874763
NFKBIA	SYK	0.75927315088336	transcript-transcript	0.75927315088336
NFKBIA	ITGA5	0.690073262668094	transcript-transcript	0.690073262668094
NFKBIA	TNFAIP3	0.868931418210366	transcript-transcript	0.868931418210366
ICAM1	PLEK	0.605301534257449	transcript-transcript	0.605301534257449
ICAM1	IFNAR2	0.637384031913003	transcript-transcript	0.637384031913003
ICAM1	NFKB2	0.699973000647406	transcript-transcript	0.699973000647406
ICAM1	SYK	0.500412184411403	transcript-transcript	0.500412184411403
ICAM1	TNFAIP3	0.251428064153087	transcript-transcript	0.251428064153087
ICAM1	TNFRSF1A	0.702019313045458	transcript-transcript	0.702019313045458
ICAM1	NFKBIA	0.322397163380827	transcript-transcript	0.322397163380827
STAT3	SRI	-0.322393364860352	transcript-transcript	0.322393364860352
NFKB1	NBN	0.739315975959845	transcript-transcript	0.739315975959845
NFKB1	IFNAR2	0.803538448521263	transcript-transcript	0.803538448521263
NFKB1	RIT1	0.599547243207613	transcript-transcript	0.599547243207613
NFKB1	PECAM1	0.583940731414883	transcript-transcript	0.583940731414883
NFKB1	STAT5A	0.599201759067202	transcript-transcript	0.599201759067202
NFKB1	MAN2A1	0.201067288647662	transcript-transcript	0.201067288647662
NFKB1	SYK	0.694327387745576	transcript-transcript	0.694327387745576
NFKB1	TNFRSF1A	0.533480745627834	transcript-transcript	0.533480745627834
LYN	IFNAR2	0.863445214681995	transcript-transcript	0.863445214681995
LYN	RIT1	0.898926176240591	transcript-transcript	0.898926176240591
LYN	PECAM1	0.657114185458881	transcript-transcript	0.657114185458881
LYN	STAT5A	0.567490283149156	transcript-transcript	0.567490283149156
LYN	MAN2A1	0.209983000079873	transcript-transcript	0.209983000079873
LYN	SYK	0.841830603740657	transcript-transcript	0.841830603740657
LYN	ITGA5	0.450017774561739	transcript-transcript	0.450017774561739
LYN	NFKB1	0.83596734683982	transcript-transcript	0.83596734683982
CXCL8	SLC11A1	-0.291418134000984	transcript-transcript	0.291418134000984
CXCL8	RNASE2	-0.348420725774977	transcript-transcript	0.348420725774977
CXCL8	CXCL5	0.272529731942091	transcript-transcript	0.272529731942091
CXCL8	S100A9	-0.249173677542162	transcript-transcript	0.249173677542162
CXCL8	PLAUR	-0.162943921728541	transcript-transcript	0.162943921728541
CXCL8	S100A8	-0.15240443268969	transcript-transcript	0.15240443268969
PDGFRB	NDST1	-0.352385437653321	transcript-transcript	0.352385437653321
PDGFRB	MFGE8	-0.273242051439681	transcript-transcript	0.273242051439681
PDGFRB	TBXA2R	-0.167674218682605	transcript-transcript	0.167674218682605
PDGFRB	IGFBP3	0.38738861005802	transcript-transcript	0.38738861005802
PDGFRB	PECAM1	-0.449711247937596	transcript-transcript	0.449711247937596
PDGFRB	MAF	0.479121619583457	transcript-transcript	0.479121619583457
PDGFRB	MSN	-0.416797986521231	transcript-transcript	0.416797986521231
PDGFRB	IFNGR2	-0.242538252579137	transcript-transcript	0.242538252579137
PTGS2	OSM	0.780860957593622	transcript-transcript	0.780860957593622
PTGS2	RNASE2	-0.41126493640062	transcript-transcript	0.41126493640062
PTGS2	IFNAR2	0.445769738425539	transcript-transcript	0.445769738425539
PTGS2	PLAUR	0.287566658316883	transcript-transcript	0.287566658316883
PTGS2	NFKBIA	0.419378156555067	transcript-transcript	0.419378156555067
PTGS2	ICAM1	0.447953412068637	transcript-transcript	0.447953412068637
PTGS2	CXCL8	0.842754654849518	transcript-transcript	0.842754654849518
CXCL2	SLC11A1	-0.130545679530824	transcript-transcript	0.130545679530824
CXCL2	CXCL5	0.197631302760892	transcript-transcript	0.197631302760892
CXCL2	S100A9	-0.335826326732996	transcript-transcript	0.335826326732996
CXCL2	PLAUR	-0.111780302409427	transcript-transcript	0.111780302409427
CXCL2	S100A8	-0.46712647503098	transcript-transcript	0.46712647503098
CXCL2	CXCL8	0.224727342001797	transcript-transcript	0.224727342001797
CXCL2	PTGS2	0.191145894459341	transcript-transcript	0.191145894459341
CXCL1	PTGDR	0.175076989229968	transcript-transcript	0.175076989229968
CXCL1	RNASE2	-0.37032239114364	transcript-transcript	0.37032239114364
RPS16	RPS14	0.945504506597243	transcript-transcript	0.945504506597243
RPS16	RPS21	0.962967703464533	transcript-transcript	0.962967703464533
RPS16	JUND	0.241514703442145	transcript-transcript	0.241514703442145
RPS16	NPM1	0.698855991905635	transcript-transcript	0.698855991905635
IL1B	OSM	0.604896015003955	transcript-transcript	0.604896015003955
IL1B	S100A9	0.202343452662081	transcript-transcript	0.202343452662081
IL1B	TNFRSF1A	0.624853514660984	transcript-transcript	0.624853514660984
IL1B	S100A8	0.290340618461762	transcript-transcript	0.290340618461762
IL1B	CXCL8	0.456395263997085	transcript-transcript	0.456395263997085
IL1B	PTGS2	0.645054386768381	transcript-transcript	0.645054386768381
FOS	GADD45B	0.215189355126851	transcript-transcript	0.215189355126851
FOS	TNFAIP3	0.650395551830445	transcript-transcript	0.650395551830445
FOS	JUNB	0.623987287216022	transcript-transcript	0.623987287216022
STAT1	IDO1	0.139031592506177	transcript-transcript	0.139031592506177
STAT1	TAP1	0.847436992985179	transcript-transcript	0.847436992985179
STAT1	IFIT3	0.901162634001912	transcript-transcript	0.901162634001912
STAT1	ITGAL	0.407483918903075	transcript-transcript	0.407483918903075
CCL5	KLRD1	0.39020364610004	transcript-transcript	0.39020364610004
CCL5	ITGAL	-0.3416105564332	transcript-transcript	0.3416105564332
MMP9	IGFBP3	-0.491240316987394	transcript-transcript	0.491240316987394
MMP9	MMP1	0.243659714256391	transcript-transcript	0.243659714256391
MMP9	NFKBIA	0.369011380792103	transcript-transcript	0.369011380792103
BCL2A1	SLC11A1	0.446351820829153	transcript-transcript	0.446351820829153
BCL2A1	OSM	0.706198927776691	transcript-transcript	0.706198927776691
BCL2A1	RNASE2	-0.27900526139227	transcript-transcript	0.27900526139227
BCL2A1	CXCL5	-0.3176749674542	transcript-transcript	0.3176749674542
BCL2A1	S100A9	0.658166457542766	transcript-transcript	0.658166457542766
BCL2A1	IFNAR2	0.536443253394776	transcript-transcript	0.536443253394776
BCL2A1	RIT1	0.725585866599881	transcript-transcript	0.725585866599881
BCL2A1	PLAUR	0.444166350905704	transcript-transcript	0.444166350905704
BCL2A1	S100A8	0.604866679794333	transcript-transcript	0.604866679794333
BCL2A1	CXCL8	0.325985500080093	transcript-transcript	0.325985500080093
BCL2A1	PTGS2	0.503245017842691	transcript-transcript	0.503245017842691
BCL2A1	IL1B	0.440079991186166	transcript-transcript	0.440079991186166
RNASE2	SLC22A4	-0.181533781191097	transcript-transcript	0.181533781191097
RNASE2	CST7	-0.151729316966188	transcript-transcript	0.151729316966188
GADD45B	TYRO3	0.286192542190552	transcript-transcript	0.286192542190552
PIGF	PSPH	-0.148817556257256	transcript-transcript	0.148817556257256
ZMYM2	PLA2G6	-0.676450010759839	transcript-transcript	0.676450010759839
SCN8A	ZNF135	0.113201709444169	transcript-transcript	0.113201709444169
TSHR	PTGDR	0.130066193158984	transcript-transcript	0.130066193158984
KCNJ2	CXCL5	-0.3087844582963	transcript-transcript	0.3087844582963
HSPD1	THOP1	0.504918848930739	transcript-transcript	0.504918848930739
SORD	MPI	0.176091083777958	transcript-transcript	0.176091083777958
SORD	ACSM3	0.54264317487574	transcript-transcript	0.54264317487574
SFTPD	KCNJ2	-0.776306748188324	transcript-transcript	0.776306748188324
SFTPD	MAOB	-0.486222186455972	transcript-transcript	0.486222186455972
SNRPE	SORD	0.331882384759304	transcript-transcript	0.331882384759304
PTGS1	TYRO3	0.201121153953573	transcript-transcript	0.201121153953573
KCNA3	SOS1	-0.164567149934888	transcript-transcript	0.164567149934888
KCNA3	OSBP	-0.211799333335449	transcript-transcript	0.211799333335449
MC1R	MMP19	0.504619726523689	transcript-transcript	0.504619726523689
SRF	S100A9	0.48378258689261	transcript-transcript	0.48378258689261
CD46	PLEK	0.814072254052731	transcript-transcript	0.814072254052731
MDM2	PFDN4	-0.634064583133166	transcript-transcript	0.634064583133166
IL15	NPAT	-0.430730524019792	transcript-transcript	0.430730524019792
PRCC	SRP9	-0.374048418398524	transcript-transcript	0.374048418398524
SLC5A5	KCNE1	-0.38137112898075	transcript-transcript	0.38137112898075
SLC5A5	OSM	-0.154508367442638	transcript-transcript	0.154508367442638
SLC5A5	WNT11	-0.138615316610706	transcript-transcript	0.138615316610706
CFP	ME1	-0.229492105904585	transcript-transcript	0.229492105904585
CFP	SAT1	-0.125957452437844	transcript-transcript	0.125957452437844
LRP1	CFP	0.227993130267455	transcript-transcript	0.227993130267455
SLA	CST7	0.477609523952659	transcript-transcript	0.477609523952659
SLA	SPP1	0.158253972394518	transcript-transcript	0.158253972394518
PTPN11	MED1	0.885151088483982	transcript-transcript	0.885151088483982
NFKB2	PLEK	0.122688049521422	transcript-transcript	0.122688049521422
PLP2	S100A4	0.379720504632571	transcript-transcript	0.379720504632571
INSIG1	SREBF2	-0.240024066240409	transcript-transcript	0.240024066240409
TFAP4	ACSM3	0.481411235213258	transcript-transcript	0.481411235213258
TFAP4	SORD	0.345821384836743	transcript-transcript	0.345821384836743
TFAP4	SNRPE	0.566250051160045	transcript-transcript	0.566250051160045
PIR	IDH1	-0.356169968211911	transcript-transcript	0.356169968211911
IDO1	CIITA	0.595427057941953	transcript-transcript	0.595427057941953
PSMB5	SORD	0.330887250748232	transcript-transcript	0.330887250748232
PSMB5	NDUFB7	0.780560391626996	transcript-transcript	0.780560391626996
STIL	TAF5	0.407033304633906	transcript-transcript	0.407033304633906
SLC2A1	MTX1	0.4350971041507	transcript-transcript	0.4350971041507
SLC2A1	KCNMA1	0.253908148976195	transcript-transcript	0.253908148976195
SLC2A1	CIITA	-0.413448810686228	transcript-transcript	0.413448810686228
SLC2A1	CXCR1	0.430663322418775	transcript-transcript	0.430663322418775
SLC2A1	IDO1	-0.433505826476767	transcript-transcript	0.433505826476767
MPV17	TFAP4	0.73206990914107	transcript-transcript	0.73206990914107
TYMS	TAF5	0.291926341179891	transcript-transcript	0.291926341179891
TYMS	STIL	0.875039487650433	transcript-transcript	0.875039487650433
PECAM1	TSHR	-0.389126950510768	transcript-transcript	0.389126950510768
PECAM1	IFNAR2	0.502051882882142	transcript-transcript	0.502051882882142
MAF	NFIA	-0.446956237640507	transcript-transcript	0.446956237640507
PSMD8	NDUFB7	0.837450418302768	transcript-transcript	0.837450418302768
IRF6	MTX1	0.35462110359446	transcript-transcript	0.35462110359446
IRF6	KCNMA1	0.198798553138678	transcript-transcript	0.198798553138678
IRF6	CXCL5	-0.213853884321518	transcript-transcript	0.213853884321518
