Gene 1	Gene 2	Weight	Network group	Network
EGFL7	PEAR1	0.014122206	Shared protein domains	INTERPRO
CLEC1B	LYVE1	0.0131099885	Shared protein domains	INTERPRO
CTDSPL	NT5M	0.015690772	Shared protein domains	INTERPRO
ITGB3	PLXNB3	0.008198893	Shared protein domains	INTERPRO
ITGB3	EGFL7	0.005634101	Shared protein domains	INTERPRO
ITGB3	ITGA2B	0.0074785044	Shared protein domains	INTERPRO
SPTB	GAS2L1	0.008367853	Shared protein domains	INTERPRO
SLC18A2	FLVCR2	0.01013965	Shared protein domains	INTERPRO
SAMD14	KAZN	0.0128380535	Shared protein domains	INTERPRO
VNN1	VNN3	0.13123591	Shared protein domains	INTERPRO
FSTL1	ACRBP	0.014680037	Shared protein domains	INTERPRO
JAM3	VSIG2	0.014700334	Shared protein domains	INTERPRO
JAM3	ESAM	0.014371322	Shared protein domains	INTERPRO
JAM3	GP6	0.011486153	Shared protein domains	INTERPRO
DLC1	KAZN	0.009096094	Shared protein domains	INTERPRO
DLC1	ARHGAP6	0.01097052	Shared protein domains	INTERPRO
DLC1	SAMD14	0.008456813	Shared protein domains	INTERPRO
PPBP	PF4V1	0.04094544	Shared protein domains	INTERPRO
PF4	PF4V1	0.04094544	Shared protein domains	INTERPRO
PF4	PPBP	0.04094544	Shared protein domains	INTERPRO
MMRN1	PEAR1	0.014218576	Shared protein domains	INTERPRO
MMRN1	EGFL7	0.013082378	Shared protein domains	INTERPRO
CREB3L1	MAFB	0.011906747	Shared protein domains	INTERPRO
STAB1	PEAR1	0.015303907	Shared protein domains	INTERPRO
STAB1	LYVE1	0.027138311	Shared protein domains	INTERPRO
ITGA1	ITGA2B	0.03582988	Shared protein domains	INTERPRO
ITGA1	ITGB3	0.008353923	Shared protein domains	INTERPRO
PTGS1	PEAR1	0.0075749652	Shared protein domains	INTERPRO
HTRA1	ACRBP	0.011646845	Shared protein domains	INTERPRO
HTRA1	ARHGEF12	0.012046519	Shared protein domains	INTERPRO
HTRA1	FSTL1	0.00967105	Shared protein domains	INTERPRO
ZNF185	ABLIM3	0.015599089	Shared protein domains	INTERPRO
SMOX	MAOB	0.03921659	Shared protein domains	INTERPRO
TNNC2	EHD3	0.005259404	Shared protein domains	INTERPRO
MYL9	EHD3	0.005526453	Shared protein domains	INTERPRO
MYL9	TNNC2	0.004484541	Shared protein domains	INTERPRO
PROS1	THBS1	0.010851887	Shared protein domains	INTERPRO
ITGA7	ITGA2B	0.061651736	Shared protein domains	INTERPRO
ITGA7	ITGB3	0.0074785044	Shared protein domains	INTERPRO
ITGA7	ITGA1	0.03582988	Shared protein domains	INTERPRO
ASGR2	CLEC1B	0.011759589	Shared protein domains	INTERPRO
LTBP1	EGFL7	0.00946348	Shared protein domains	INTERPRO
LTBP1	MMRN1	0.007505661	Shared protein domains	INTERPRO
LTBP1	PROS1	0.008944834	Shared protein domains	INTERPRO
S100A9	TNNC2	0.005160321	Shared protein domains	INTERPRO
S100A9	MYL9	0.0054223393	Shared protein domains	INTERPRO
SELP	ASGR2	0.011396835	Shared protein domains	INTERPRO
TGFB1I1	ABLIM3	0.014485016	Shared protein domains	INTERPRO
TGFB1I1	ZNF185	0.020713618	Shared protein domains	INTERPRO
S100A8	TNNC2	0.0051603355	Shared protein domains	INTERPRO
S100A8	MYL9	0.005422354	Shared protein domains	INTERPRO
S100A8	S100A9	0.015353082	Shared protein domains	INTERPRO
AQP9	AQP10	0.07385495	Shared protein domains	INTERPRO
ITGB5	ITGA2B	0.00666796	Shared protein domains	INTERPRO
ITGB5	ITGB3	0.07057149	Shared protein domains	INTERPRO
ITGB5	ITGA1	0.0104834195	Shared protein domains	INTERPRO
ITGB5	ITGA7	0.00666796	Shared protein domains	INTERPRO
VSIG4	VSIG2	0.014591546	Shared protein domains	INTERPRO
VSIG4	ESAM	0.014264969	Shared protein domains	INTERPRO
VSIG4	GP6	0.01141297	Shared protein domains	INTERPRO
VSIG4	JAM3	0.014793374	Shared protein domains	INTERPRO
S100A12	S100A9	0.019853357	Shared protein domains	INTERPRO
S100A12	S100A8	0.019853411	Shared protein domains	INTERPRO
GP9	GP1BA	0.01786727	Shared protein domains	INTERPRO
WASF3	WASF1	0.065925784	Shared protein domains	INTERPRO
SCN1B	LY6G6F	0.010553777	Shared protein domains	INTERPRO
SCN1B	TREML1	0.012567839	Shared protein domains	INTERPRO
FPR2	PTGER3	0.0051666205	Shared protein domains	INTERPRO
FPR2	PTAFR	0.008423	Shared protein domains	INTERPRO
FPR2	F2RL3	0.0064347377	Shared protein domains	INTERPRO
SPARC	ACRBP	0.016365523	Shared protein domains	INTERPRO
SPARC	FSTL1	0.0410008	Shared protein domains	INTERPRO
SPARC	HTRA1	0.010780456	Shared protein domains	INTERPRO
EGF	EGFL7	0.009813102	Shared protein domains	INTERPRO
EGF	MMRN1	0.007783121	Shared protein domains	INTERPRO
EGF	PROS1	0.009275157	Shared protein domains	INTERPRO
EGF	LTBP1	0.0083989585	Shared protein domains	INTERPRO
GP5	GP1BA	0.0136891045	Shared protein domains	INTERPRO
DNM3	NIBAN2	0.0074761836	Shared protein domains	INTERPRO
DNM3	EHD3	0.01785049	Shared protein domains	INTERPRO
ACTN1	GAS2L1	0.010238827	Shared protein domains	INTERPRO
ACTN1	SPTB	0.021116327	Shared protein domains	INTERPRO
PTCRA	TREML1	0.034567308	Shared protein domains	INTERPRO
PTCRA	SCN1B	0.012568548	Shared protein domains	INTERPRO
SLC2A3	FLVCR2	0.010278	Shared protein domains	INTERPRO
SLC2A3	SLC18A2	0.0067450544	Shared protein domains	INTERPRO
VCAN	LYVE1	0.018268738	Shared protein domains	INTERPRO
VCAN	STAB1	0.016065916	Shared protein domains	INTERPRO
VCAN	ASGR2	0.009253148	Shared protein domains	INTERPRO
VCAN	SELP	0.018116344	Shared protein domains	INTERPRO
VCAN	EGF	0.007987499	Shared protein domains	INTERPRO
IGFBP2	HTRA1	0.0112870615	Shared protein domains	INTERPRO
MMP9	KREMEN1	0.0056427238	Shared protein domains	INTERPRO
MMP9	MMP8	0.04035738	Shared protein domains	INTERPRO
COL3A1	THBS1	0.007854035	Shared protein domains	INTERPRO
COL3A1	VWF	0.008345694	Shared protein domains	INTERPRO
COL6A3	TFPI	0.04151432	Shared protein domains	INTERPRO
CSF3R	TREML1	0.010725379	Shared protein domains	INTERPRO
CSF3R	PTCRA	0.010725982	Shared protein domains	INTERPRO
ZYX	ABLIM3	0.015599089	Shared protein domains	INTERPRO
ZYX	ZNF185	0.022306751	Shared protein domains	INTERPRO
ZYX	TGFB1I1	0.020713618	Shared protein domains	INTERPRO
FAM20A	FAM20C	0.5	Shared protein domains	PFAM
VSIG2	LY6G6F	0.008845119	Shared protein domains	PFAM
ESAM	LY6G6F	0.0077577718	Shared protein domains	PFAM
ESAM	VSIG2	0.0069894907	Shared protein domains	PFAM
PCOLCE2	KREMEN1	0.01606923	Shared protein domains	PFAM
EGFL7	PEAR1	0.02895388	Shared protein domains	PFAM
SIRPA	LY6G6F	0.0074512325	Shared protein domains	PFAM
SIRPA	VSIG2	0.0067133093	Shared protein domains	PFAM
SIRPA	ESAM	0.005888029	Shared protein domains	PFAM
ITGB3	EGFL7	0.018421713	Shared protein domains	PFAM
PTAFR	PTGER3	0.003531299	Shared protein domains	PFAM
SPTB	GAS2L1	0.01088972	Shared protein domains	PFAM
SLC18A2	FLVCR2	0.015683021	Shared protein domains	PFAM
SAMD14	KAZN	0.012472307	Shared protein domains	PFAM
VNN1	VNN3	0.14463998	Shared protein domains	PFAM
JAM3	LY6G6F	0.008845119	Shared protein domains	PFAM
JAM3	VSIG2	0.007969153	Shared protein domains	PFAM
JAM3	ESAM	0.0069894907	Shared protein domains	PFAM
JAM3	SIRPA	0.0067133093	Shared protein domains	PFAM
DLC1	KAZN	0.008915452	Shared protein domains	PFAM
DLC1	ARHGAP6	0.011026752	Shared protein domains	PFAM
DLC1	SAMD14	0.008847116	Shared protein domains	PFAM
PPBP	PF4V1	0.022727273	Shared protein domains	PFAM
PF4	PF4V1	0.022727273	Shared protein domains	PFAM
PF4	PPBP	0.022727273	Shared protein domains	PFAM
MMRN1	PEAR1	0.025711248	Shared protein domains	PFAM
MMRN1	EGFL7	0.021096824	Shared protein domains	PFAM
STAB1	LYVE1	0.06713524	Shared protein domains	PFAM
ITGA1	ITGA2B	0.034874838	Shared protein domains	PFAM
PTGS1	MMRN1	0.012763645	Shared protein domains	PFAM
HTRA1	ARHGEF12	0.009931544	Shared protein domains	PFAM
HTRA1	FSTL1	0.012570653	Shared protein domains	PFAM
SMOX	MAOB	0.118452035	Shared protein domains	PFAM
MYL9	TNNC2	0.00966312	Shared protein domains	PFAM
PTPRF	MYLK	0.014484978	Shared protein domains	PFAM
VWF	THBS1	0.012197861	Shared protein domains	PFAM
PROS1	PTGS1	0.0092730485	Shared protein domains	PFAM
ITGA7	ITGA2B	0.05782498	Shared protein domains	PFAM
ITGA7	ITGA1	0.04163693	Shared protein domains	PFAM
ASGR2	CLEC1B	0.013427851	Shared protein domains	PFAM
LTBP1	EGFL7	0.011659313	Shared protein domains	PFAM
TGFB1I1	ABLIM3	0.012897302	Shared protein domains	PFAM
S100A8	S100A9	0.03969684	Shared protein domains	PFAM
AQP9	AQP10	0.06719456	Shared protein domains	PFAM
ITGB5	EGFL7	0.018528808	Shared protein domains	PFAM
ITGB5	ITGB3	0.13041641	Shared protein domains	PFAM
VSIG4	LY6G6F	0.008845119	Shared protein domains	PFAM
VSIG4	VSIG2	0.007969153	Shared protein domains	PFAM
VSIG4	ESAM	0.0069894907	Shared protein domains	PFAM
VSIG4	SIRPA	0.0067133093	Shared protein domains	PFAM
VSIG4	JAM3	0.007969153	Shared protein domains	PFAM
S100A12	S100A9	0.03969684	Shared protein domains	PFAM
S100A12	S100A8	0.03969684	Shared protein domains	PFAM
GP9	GP1BA	0.017377699	Shared protein domains	PFAM
F2RL3	PTGER3	0.003531299	Shared protein domains	PFAM
F2RL3	PTAFR	0.003531299	Shared protein domains	PFAM
WASF3	WASF1	0.09514882	Shared protein domains	PFAM
SCN1B	LY6G6F	0.008845119	Shared protein domains	PFAM
SCN1B	VSIG2	0.007969153	Shared protein domains	PFAM
SCN1B	ESAM	0.0069894907	Shared protein domains	PFAM
SCN1B	SIRPA	0.0067133093	Shared protein domains	PFAM
SCN1B	JAM3	0.007969153	Shared protein domains	PFAM
SCN1B	VSIG4	0.007969153	Shared protein domains	PFAM
FPR2	PTGER3	0.003531299	Shared protein domains	PFAM
FPR2	PTAFR	0.003531299	Shared protein domains	PFAM
FPR2	F2RL3	0.003531299	Shared protein domains	PFAM
SPARC	FSTL1	0.051591266	Shared protein domains	PFAM
SPARC	HTRA1	0.011027223	Shared protein domains	PFAM
EGF	PTGS1	0.012119522	Shared protein domains	PFAM
EGF	PROS1	0.014910275	Shared protein domains	PFAM
GP5	GP1BA	0.013518499	Shared protein domains	PFAM
GP5	GP9	0.01357929	Shared protein domains	PFAM
DNM3	VEPH1	0.008506779	Shared protein domains	PFAM
DNM3	EHD3	0.023059007	Shared protein domains	PFAM
ACTN1	GAS2L1	0.011720745	Shared protein domains	PFAM
ACTN1	SPTB	0.02044913	Shared protein domains	PFAM
VCAN	LYVE1	0.04754605	Shared protein domains	PFAM
VCAN	STAB1	0.024991825	Shared protein domains	PFAM
VCAN	SELP	0.03603961	Shared protein domains	PFAM
IGFBP2	HTRA1	0.01736177	Shared protein domains	PFAM
MMP9	MMP8	0.037137225	Shared protein domains	PFAM
COL3A1	THBS1	0.016421104	Shared protein domains	PFAM
COL3A1	VWF	0.012249493	Shared protein domains	PFAM
COL6A3	TFPI	0.03382458	Shared protein domains	PFAM
ZYX	ABLIM3	0.012818156	Shared protein domains	PFAM
ZYX	TGFB1I1	0.014302443	Shared protein domains	PFAM
Gene 1	Gene 2	Weight	Network group	Network
ITGB3	ITGA2B	0.021870006	Co-expression	Burington-Shaughnessy-2008
GAS2L1	ITGA2B	0.016695134	Co-expression	Burington-Shaughnessy-2008
TAL1	ITGA2B	0.023186838	Co-expression	Burington-Shaughnessy-2008
TAL1	ITGB3	0.021576434	Co-expression	Burington-Shaughnessy-2008
TAL1	GAS2L1	0.017569102	Co-expression	Burington-Shaughnessy-2008
PF4V1	ITGA2B	0.020795887	Co-expression	Burington-Shaughnessy-2008
PF4V1	ITGB3	0.021225931	Co-expression	Burington-Shaughnessy-2008
PF4V1	GAS2L1	0.01942289	Co-expression	Burington-Shaughnessy-2008
PF4V1	TAL1	0.024742903	Co-expression	Burington-Shaughnessy-2008
CLDN5	ITGA2B	0.014674018	Co-expression	Burington-Shaughnessy-2008
CLDN5	TAL1	0.016707892	Co-expression	Burington-Shaughnessy-2008
MAOB	ITGA2B	0.016151695	Co-expression	Burington-Shaughnessy-2008
MAOB	TAL1	0.019470299	Co-expression	Burington-Shaughnessy-2008
MAOB	PF4V1	0.01671137	Co-expression	Burington-Shaughnessy-2008
SAMD14	ARHGEF12	0.008284438	Co-expression	Burington-Shaughnessy-2008
SAMD14	CLDN5	0.009945149	Co-expression	Burington-Shaughnessy-2008
ABLIM3	ITGA2B	0.020427791	Co-expression	Burington-Shaughnessy-2008
ABLIM3	GAS2L1	0.018029457	Co-expression	Burington-Shaughnessy-2008
ABLIM3	TAL1	0.020364862	Co-expression	Burington-Shaughnessy-2008
ABLIM3	PF4V1	0.021075984	Co-expression	Burington-Shaughnessy-2008
CALD1	ITGA2B	0.02363221	Co-expression	Burington-Shaughnessy-2008
CALD1	GAS2L1	0.021679088	Co-expression	Burington-Shaughnessy-2008
CALD1	TAL1	0.025155162	Co-expression	Burington-Shaughnessy-2008
CALD1	PF4V1	0.022056047	Co-expression	Burington-Shaughnessy-2008
CALD1	CLDN5	0.02018967	Co-expression	Burington-Shaughnessy-2008
CALD1	MAOB	0.021920571	Co-expression	Burington-Shaughnessy-2008
CALD1	ABLIM3	0.024038283	Co-expression	Burington-Shaughnessy-2008
CLU	ITGA2B	0.018249964	Co-expression	Burington-Shaughnessy-2008
CLU	ITGB3	0.019984655	Co-expression	Burington-Shaughnessy-2008
CLU	GAS2L1	0.017864216	Co-expression	Burington-Shaughnessy-2008
CLU	TAL1	0.018717324	Co-expression	Burington-Shaughnessy-2008
CLU	PF4V1	0.018462578	Co-expression	Burington-Shaughnessy-2008
CLU	MAOB	0.015353533	Co-expression	Burington-Shaughnessy-2008
CLU	ABLIM3	0.018115846	Co-expression	Burington-Shaughnessy-2008
CLU	CALD1	0.021893317	Co-expression	Burington-Shaughnessy-2008
CDC42BPA	VNN1	0.011867073	Co-expression	Burington-Shaughnessy-2008
PPBP	ITGA2B	0.022029253	Co-expression	Burington-Shaughnessy-2008
PPBP	GAS2L1	0.017576342	Co-expression	Burington-Shaughnessy-2008
PPBP	TAL1	0.024140943	Co-expression	Burington-Shaughnessy-2008
PPBP	PF4V1	0.026098553	Co-expression	Burington-Shaughnessy-2008
PPBP	MAOB	0.014806281	Co-expression	Burington-Shaughnessy-2008
PPBP	ABLIM3	0.021459969	Co-expression	Burington-Shaughnessy-2008
PPBP	CALD1	0.02241025	Co-expression	Burington-Shaughnessy-2008
PPBP	CLU	0.018594231	Co-expression	Burington-Shaughnessy-2008
THBS1	ITGA2B	0.026227027	Co-expression	Burington-Shaughnessy-2008
PF4	ITGA2B	0.024432786	Co-expression	Burington-Shaughnessy-2008
PF4	GAS2L1	0.018005598	Co-expression	Burington-Shaughnessy-2008
PF4	TAL1	0.025624001	Co-expression	Burington-Shaughnessy-2008
PF4	PF4V1	0.024542186	Co-expression	Burington-Shaughnessy-2008
PF4	ABLIM3	0.02225792	Co-expression	Burington-Shaughnessy-2008
PF4	CALD1	0.024603926	Co-expression	Burington-Shaughnessy-2008
PF4	CLU	0.019608874	Co-expression	Burington-Shaughnessy-2008
PF4	PPBP	0.028855436	Co-expression	Burington-Shaughnessy-2008
MMRN1	ITGA2B	0.011543079	Co-expression	Burington-Shaughnessy-2008
MMRN1	PF4	0.013274389	Co-expression	Burington-Shaughnessy-2008
MMP8	ITGA2B	0.013008072	Co-expression	Burington-Shaughnessy-2008
MMP8	PF4V1	0.012949981	Co-expression	Burington-Shaughnessy-2008
MMP8	PPBP	0.014453472	Co-expression	Burington-Shaughnessy-2008
MMP8	PF4	0.013958009	Co-expression	Burington-Shaughnessy-2008
GP1BA	ITGA2B	0.023567423	Co-expression	Burington-Shaughnessy-2008
GP1BA	ITGB3	0.022254685	Co-expression	Burington-Shaughnessy-2008
GP1BA	GAS2L1	0.018012203	Co-expression	Burington-Shaughnessy-2008
GP1BA	TAL1	0.025321245	Co-expression	Burington-Shaughnessy-2008
GP1BA	PF4V1	0.02304844	Co-expression	Burington-Shaughnessy-2008
GP1BA	MAOB	0.020743279	Co-expression	Burington-Shaughnessy-2008
GP1BA	ABLIM3	0.0223683	Co-expression	Burington-Shaughnessy-2008
GP1BA	CALD1	0.026403824	Co-expression	Burington-Shaughnessy-2008
GP1BA	CLU	0.019280965	Co-expression	Burington-Shaughnessy-2008
GP1BA	PPBP	0.025441123	Co-expression	Burington-Shaughnessy-2008
GP1BA	PF4	0.028415866	Co-expression	Burington-Shaughnessy-2008
GP1BA	MMP8	0.013782159	Co-expression	Burington-Shaughnessy-2008
TNNC2	SAMD14	0.0071991514	Co-expression	Burington-Shaughnessy-2008
NRGN	ITGA2B	0.023503417	Co-expression	Burington-Shaughnessy-2008
NRGN	ITGB3	0.02049434	Co-expression	Burington-Shaughnessy-2008
NRGN	GAS2L1	0.020001225	Co-expression	Burington-Shaughnessy-2008
NRGN	TAL1	0.025824603	Co-expression	Burington-Shaughnessy-2008
NRGN	PF4V1	0.028986067	Co-expression	Burington-Shaughnessy-2008
NRGN	MAOB	0.01688267	Co-expression	Burington-Shaughnessy-2008
NRGN	ABLIM3	0.024564438	Co-expression	Burington-Shaughnessy-2008
NRGN	CALD1	0.025420496	Co-expression	Burington-Shaughnessy-2008
NRGN	CLU	0.020083139	Co-expression	Burington-Shaughnessy-2008
NRGN	PPBP	0.028684909	Co-expression	Burington-Shaughnessy-2008
NRGN	PF4	0.029336844	Co-expression	Burington-Shaughnessy-2008
NRGN	MMP8	0.012363777	Co-expression	Burington-Shaughnessy-2008
NRGN	GP1BA	0.027349012	Co-expression	Burington-Shaughnessy-2008
MYLK	CLU	0.014034339	Co-expression	Burington-Shaughnessy-2008
MYLK	PPBP	0.011956842	Co-expression	Burington-Shaughnessy-2008
MYLK	PF4	0.015357109	Co-expression	Burington-Shaughnessy-2008
HLX	VNN1	0.013464369	Co-expression	Burington-Shaughnessy-2008
MYL9	PF4V1	0.013754733	Co-expression	Burington-Shaughnessy-2008
MYL9	PPBP	0.0152715305	Co-expression	Burington-Shaughnessy-2008
MYL9	PF4	0.015778238	Co-expression	Burington-Shaughnessy-2008
VWF	MAP1A	0.030079804	Co-expression	Burington-Shaughnessy-2008
VWF	CLU	0.018717146	Co-expression	Burington-Shaughnessy-2008
ADAM9	VNN1	0.011563272	Co-expression	Burington-Shaughnessy-2008
ADAM9	GRB10	0.011647805	Co-expression	Burington-Shaughnessy-2008
PTPRF	DLC1	0.024548287	Co-expression	Burington-Shaughnessy-2008
PTPRF	PF4	0.015122671	Co-expression	Burington-Shaughnessy-2008
PTPRF	MYLK	0.036219984	Co-expression	Burington-Shaughnessy-2008
PTPRF	MYL9	0.027810961	Co-expression	Burington-Shaughnessy-2008
PROS1	ITGA2B	0.012222814	Co-expression	Burington-Shaughnessy-2008
PROS1	GAS2L1	0.013107507	Co-expression	Burington-Shaughnessy-2008
PROS1	TAL1	0.011822797	Co-expression	Burington-Shaughnessy-2008
PROS1	PF4V1	0.01666403	Co-expression	Burington-Shaughnessy-2008
PROS1	ABLIM3	0.013056446	Co-expression	Burington-Shaughnessy-2008
PROS1	CLU	0.012215277	Co-expression	Burington-Shaughnessy-2008
PROS1	PPBP	0.014559665	Co-expression	Burington-Shaughnessy-2008
PROS1	PF4	0.0136152655	Co-expression	Burington-Shaughnessy-2008
PROS1	GP1BA	0.013588489	Co-expression	Burington-Shaughnessy-2008
PROS1	NRGN	0.01754412	Co-expression	Burington-Shaughnessy-2008
F13A1	ITGA2B	0.023191562	Co-expression	Burington-Shaughnessy-2008
F13A1	ITGB3	0.020974211	Co-expression	Burington-Shaughnessy-2008
F13A1	GAS2L1	0.019699527	Co-expression	Burington-Shaughnessy-2008
F13A1	TAL1	0.025130708	Co-expression	Burington-Shaughnessy-2008
F13A1	PF4V1	0.026963567	Co-expression	Burington-Shaughnessy-2008
F13A1	MAOB	0.017429598	Co-expression	Burington-Shaughnessy-2008
F13A1	ABLIM3	0.023252293	Co-expression	Burington-Shaughnessy-2008
F13A1	CALD1	0.024558267	Co-expression	Burington-Shaughnessy-2008
F13A1	CLU	0.019287124	Co-expression	Burington-Shaughnessy-2008
F13A1	PPBP	0.027262185	Co-expression	Burington-Shaughnessy-2008
F13A1	PF4	0.028330114	Co-expression	Burington-Shaughnessy-2008
F13A1	MMP8	0.012954293	Co-expression	Burington-Shaughnessy-2008
F13A1	GP1BA	0.02704601	Co-expression	Burington-Shaughnessy-2008
F13A1	NRGN	0.030088738	Co-expression	Burington-Shaughnessy-2008
F13A1	PROS1	0.01720371	Co-expression	Burington-Shaughnessy-2008
CETP	SIRPA	0.00985951	Co-expression	Burington-Shaughnessy-2008
CETP	STAB1	0.0074840784	Co-expression	Burington-Shaughnessy-2008
CETP	TNNC2	0.008664323	Co-expression	Burington-Shaughnessy-2008
LTBP1	CTTN	0.020065593	Co-expression	Burington-Shaughnessy-2008
S100A9	MMP8	0.024018249	Co-expression	Burington-Shaughnessy-2008
GJA4	CLDN5	0.007678678	Co-expression	Burington-Shaughnessy-2008
GJA4	GRB10	0.00510667	Co-expression	Burington-Shaughnessy-2008
GJA4	PTGS1	0.0064674825	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	ITGA2B	0.022109272	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	GAS2L1	0.024159884	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	TAL1	0.025019445	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	PF4V1	0.02454773	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	ABLIM3	0.021126244	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	CALD1	0.023020916	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	CLU	0.020236667	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	PPBP	0.024731033	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	PF4	0.025870204	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	MMRN1	0.015836548	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	GP1BA	0.025065333	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	NRGN	0.026813285	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	PROS1	0.015009613	Co-expression	Burington-Shaughnessy-2008
GUCY1B1	F13A1	0.025755353	Co-expression	Burington-Shaughnessy-2008
TGFB1I1	SAMD14	0.010475246	Co-expression	Burington-Shaughnessy-2008
TGFB1I1	CETP	0.013000409	Co-expression	Burington-Shaughnessy-2008
SELP	ITGA2B	0.018512538	Co-expression	Burington-Shaughnessy-2008
SELP	ITGB3	0.020587713	Co-expression	Burington-Shaughnessy-2008
SELP	GAS2L1	0.014309491	Co-expression	Burington-Shaughnessy-2008
SELP	TAL1	0.018937586	Co-expression	Burington-Shaughnessy-2008
SELP	PF4V1	0.019699534	Co-expression	Burington-Shaughnessy-2008
SELP	CLDN5	0.014061034	Co-expression	Burington-Shaughnessy-2008
SELP	MAOB	0.014172206	Co-expression	Burington-Shaughnessy-2008
SELP	ABLIM3	0.016828876	Co-expression	Burington-Shaughnessy-2008
SELP	CALD1	0.019972052	Co-expression	Burington-Shaughnessy-2008
SELP	CLU	0.015832333	Co-expression	Burington-Shaughnessy-2008
SELP	PPBP	0.019208508	Co-expression	Burington-Shaughnessy-2008
SELP	THBS1	0.023688579	Co-expression	Burington-Shaughnessy-2008
SELP	PF4	0.019801369	Co-expression	Burington-Shaughnessy-2008
SELP	MMP8	0.011361517	Co-expression	Burington-Shaughnessy-2008
SELP	GP1BA	0.020020695	Co-expression	Burington-Shaughnessy-2008
SELP	NRGN	0.020813767	Co-expression	Burington-Shaughnessy-2008
SELP	PROS1	0.012941585	Co-expression	Burington-Shaughnessy-2008
SELP	F13A1	0.020343097	Co-expression	Burington-Shaughnessy-2008
SELP	GUCY1B1	0.019890334	Co-expression	Burington-Shaughnessy-2008
S100A8	ITGA2B	0.010692535	Co-expression	Burington-Shaughnessy-2008
S100A8	PPBP	0.011647752	Co-expression	Burington-Shaughnessy-2008
S100A8	PF4	0.012179552	Co-expression	Burington-Shaughnessy-2008
S100A8	MMP8	0.028241938	Co-expression	Burington-Shaughnessy-2008
S100A8	S100A9	0.03340354	Co-expression	Burington-Shaughnessy-2008
ITGB5	SMOX	0.016921816	Co-expression	Burington-Shaughnessy-2008
AQP9	MMP8	0.017714927	Co-expression	Burington-Shaughnessy-2008
AQP9	S100A9	0.025613457	Co-expression	Burington-Shaughnessy-2008
AQP9	S100A8	0.02254002	Co-expression	Burington-Shaughnessy-2008
VSIG4	PTAFR	0.01076898	Co-expression	Burington-Shaughnessy-2008
VSIG4	ABLIM3	0.009161728	Co-expression	Burington-Shaughnessy-2008
VSIG4	CETP	0.0067143817	Co-expression	Burington-Shaughnessy-2008
CYP1B1	PF4V1	0.010204148	Co-expression	Burington-Shaughnessy-2008
CYP1B1	ABLIM3	0.013621389	Co-expression	Burington-Shaughnessy-2008
CYP1B1	PPBP	0.010787243	Co-expression	Burington-Shaughnessy-2008
CYP1B1	PF4	0.012744165	Co-expression	Burington-Shaughnessy-2008
CYP1B1	GP1BA	0.010723655	Co-expression	Burington-Shaughnessy-2008
CYP1B1	NRGN	0.010015444	Co-expression	Burington-Shaughnessy-2008
CYP1B1	F13A1	0.009974455	Co-expression	Burington-Shaughnessy-2008
CYP1B1	CETP	0.008325674	Co-expression	Burington-Shaughnessy-2008
CYP1B1	VSIG4	0.010084709	Co-expression	Burington-Shaughnessy-2008
S100A12	ITGA2B	0.011355246	Co-expression	Burington-Shaughnessy-2008
S100A12	PPBP	0.01309668	Co-expression	Burington-Shaughnessy-2008
S100A12	PF4	0.013468594	Co-expression	Burington-Shaughnessy-2008
S100A12	MMP8	0.029558813	Co-expression	Burington-Shaughnessy-2008
S100A12	GP1BA	0.012239125	Co-expression	Burington-Shaughnessy-2008
S100A12	NRGN	0.011388519	Co-expression	Burington-Shaughnessy-2008
S100A12	F13A1	0.011938251	Co-expression	Burington-Shaughnessy-2008
S100A12	S100A9	0.03086358	Co-expression	Burington-Shaughnessy-2008
S100A12	S100A8	0.034895767	Co-expression	Burington-Shaughnessy-2008
S100A12	AQP9	0.020433512	Co-expression	Burington-Shaughnessy-2008
ACSL1	S100A9	0.02092259	Co-expression	Burington-Shaughnessy-2008
ACSL1	S100A8	0.019279951	Co-expression	Burington-Shaughnessy-2008
ACSL1	S100A12	0.017807756	Co-expression	Burington-Shaughnessy-2008
GP9	SIRPA	0.021233732	Co-expression	Burington-Shaughnessy-2008
GP9	PF4V1	0.013632016	Co-expression	Burington-Shaughnessy-2008
GP9	SAMD14	0.00961343	Co-expression	Burington-Shaughnessy-2008
GP9	CLU	0.011656204	Co-expression	Burington-Shaughnessy-2008
GNAZ	ITGA2B	0.016367516	Co-expression	Burington-Shaughnessy-2008
GNAZ	GAS2L1	0.020598406	Co-expression	Burington-Shaughnessy-2008
GNAZ	TAL1	0.019471494	Co-expression	Burington-Shaughnessy-2008
GNAZ	PF4V1	0.018580418	Co-expression	Burington-Shaughnessy-2008
GNAZ	CLU	0.01596322	Co-expression	Burington-Shaughnessy-2008
